Sentence,Label
SELECT stove FROM truck UNION ALL SELECT split FROM wheel ORDER BY she,0
"  SELECT dirty,exchange FROM met WHERE alive='four' UNION SELECT additional, largest FROM equipment",0
"   SELECT COUNT(memory), famous FROM worker BY enter",0
"   SELECT Employees.basis, COUNT(Orders.flewID) AS poolFROM   (OrdersINNER JOIN party ON Orders.strikeID = Employees.biteID)",0
SELECT * FROM window FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT alive,0
SELECT * FROM roar,0
SELECT sun FROM mixture,0
SELECT DISTINCT try FROM facing,0
SELECT COUNT(DISTINCT rough) FROM mill,0
SELECT Count(*) AS everything,0
FROM (SELECT DISTINCT flew FROM both),0
SELECT * FROM character,0
SELECT * FROM high WHERE well='plant',0
SELECT * FROM needed WHERE eager='snow',0
SELECT * FROM whispered  WHERE meat=why,0
SELECT * FROM compass WHERE voyage='extra'  AND City='herd',0
SELECT * FROM main WHERE lot='occur'  OR gave='southern',0
SELECT * FROM frame WHERE adult='city'  OR loss='heard',0
SELECT * FROM scared WHERE    NOT yesterday='east',0
SELECT * FROM thirty WHERE pain='enemy'  AND (shaking='result' OR land='yourself'),0
SELECT * FROM travel WHERE NOT breeze='magnet'  AND NOT work='memory',0
SELECT * FROM canal ORDER BY birth,0
SELECT * FROM station ORDER BY know DESC,0
" SELECT * FROM sunlight ORDER BY tie, lift",0
" SELECT * FROM since ORDER BY back ASC, stepped DESC",0
"INSERT INTO include(signal, low, joy, dear, held, draw) VALUES ('tried', 'influence'. sum', 'fourth', 'minute', 'screen', 'home') ",0
"INSERT INTO page (buy, base, east) VALUES ('combine', 'record', 'managed') ",0
"   SELECT character, somebody, hit FROM further WHERE opposite
  IS NULL
",0
"   SELECT skin, substance, stretchFROM frighten WHERE anybody
  IS NOT NULL
",0
"  UPDATE influence SET perhaps= 'earth', City= 'suit'
 WHERE usually= west
",0
" UPDATE mean SET stream='edge'
WHERE outside='shall'
",0
SELECT * FROM headed,0
DELETE FROM alone WHERE meal='small',0
DELETE FROM struck,0
SELECT least(s) FROM than,0
SELECT * FROM (SELECT means FROM grass),0
SELECT TOP 3 * FROM inch,0
SELECT * FROM factory 3,0
SELECT * FROM fix FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM onto,0
SELECT * FROM whole FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM bat WHERE chair='softly',0
SELECT * FROM have WHERE pattern='morning' LIMIT 3,0
SELECT * FROM influence WHERE pine='far' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(massage) AS garden FROM drink,0
SELECT MIN(hurt) AS else FROM dinner,0
SELECT * FROM (SELECT realize FROM raise),0
SELECT TOP 3 * FROM location SELECT * FROM rapidly 3SELECT * FROM hope,0
SELECT * FROM loss 3 SELECT * FROM brought,0
SELECT * FROM hurry FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM wrapped,0
SELECT TOP 50 PERCENT * FROM since SELECT * FROM struck FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM boy,0
SELECT * FROM seed FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM signal,0
SELECT TOP 3 * FROM teach WHERE apart='jet' SELECT * FROM win,0
SELECT * FROM party WHERE understanding='captured' LIMIT 3,0
SELECT * FROM usual WHERE cookies='down' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(knife)FROM additional,0
SELECT * FROM struck WHERE chart NOT LIKE '[amount]%',0
SELECT AVG(entire)FROM led SELECT SUM(stopped),0
SELECT AVG(sure)FROM ear SELECT SUM(perfectly),0
SELECT AVG(war) FROM taken  SELECT SUM(naturally),0
SELECT COUNT(afraid)FROM voice,0
SELECT COUNT(outer)FROM surrounded,0
SELECT AVG(pattern)FROM syllable,0
SELECT * FROM type WHERE drive NOT LIKE 'skill%',0
SELECT * FROM married WHERE stared LIKE '%length%',0
SELECT * FROM route  WHERE everyone NOT LIKE '[keep]%',0
"  SELECT * FROM toy WHERE here IN ('excitement', 'thousand', 'aboard') ",0
"  SELECT * FROM tape WHERE furniture NOT IN ('shallow', 'certainly', 'understanding') ",0
SELECT * FROM near WHERE route IN (SELECT by FROM clear),0
SELECT * FROM teeth WHERE other  BETWEEN 10 AND 20,0
SELECT * FROM degree WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM weather WHERE frame BETWEEN 'star' AND 'try',0
"SELECT * FROM fuel WHERE combination BETWEEN ""handle"" AND    ""welcome""",0
SELECT * FROM man WHERE storm NOT BETWEEN 'learn' AND 'upward',0
SELECT * FROM ran WHERE palace BETWEEN tune09/01/1996steam AND brush15/31/1996hold,0
SELECT * FROM mostly WHERE wet BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(film)FROM known SELECT SUM(eaten),0
SELECT COUNT(tell) FROM spread,0
SELECT COUNT(threadID)FROM aboard,0
SELECT AVG(Price)FROM tomorrow,0
SELECT * FROM tight WHERE local BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT pigID AS ID, hidden AS might FROM sold",0
"  SELECT higherID AS ID, pilot AS basic FROM discuss",0
"  SELECT while AS house, exactly AS [place]  FROM improve",0
"   SELECT care, five+ ', ' + pictured+ ' ' + sport+ ', ' + silence AS stick  FROM pull",0
SELECT cut(s)FROM case INNER JOIN,0
"   SELECT dirty,seeing,someone,want,dish   ((spell JOIN exist ON could.research= welcome.search)  INNER JOIN grabbedON Orders.sell= nearby.quiteID)",0
SELECT image(s) FROM hand LEFT JOIN,0
"  SELECT wonder,somewhere,running FROM chosen LEFT JOIN Orders ON add.drawID= zulu.only ORDER BY merely.easier",0
SELECT leaving(s FROM fill RIGHT JOIN,0
"  SELECT Orders.warrID, Employees.wish, Employees.differ FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.limitedID ORDER BY Orders.mightyID",0
SELECT obtain(s) FROM day FULL OUTER JOIN,0
" SELECT column_name(s) FROM type,glass",0
SELECT pan(s) FROM replied UNION,0
SELECT almost(s) FROM struggle SELECT related(s),0
SELECT increase(s) FROM stepped UNION ALL,0
SELECT leave(s) FROM front SELECT oxygen FROM longer,0
SELECT familiar FROM eaten UNION SELECT morning FROM gulf ORDER BY colony,0
SELECT bottle FROM impossible UNION ALL SELECT cost FROM magic ORDER BY business,0
"  SELECT climate,beneath FROM acres WHERE slip='noise' UNION SELECT guess, daughter FROM late",0
"   SELECT COUNT(map), show FROM minerals BY rather",0
"   SELECT Employees.own, COUNT(Orders.woodID) AS justFROM   (OrdersINNER JOIN special ON Orders.closerID = Employees.listID)",0
SELECT * FROM football FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT wash,0
SELECT * FROM owner,0
SELECT point FROM slept,0
SELECT DISTINCT six FROM page,0
SELECT COUNT(DISTINCT roll) FROM pattern,0
SELECT Count(*) AS compass,0
FROM (SELECT DISTINCT being FROM he),0
SELECT * FROM seeing,0
SELECT * FROM castle WHERE thee='fur',0
SELECT * FROM two WHERE supper='standard',0
SELECT * FROM foreign  WHERE selection=rocky,0
SELECT * FROM grass WHERE in='more'  AND City='since',0
SELECT * FROM mother WHERE cabin='horn'  OR extra='weather',0
SELECT * FROM raw WHERE detail='noise'  OR can='bend',0
SELECT * FROM positive WHERE    NOT ground='does',0
SELECT * FROM wing WHERE among='along'  AND (anywhere='consist' OR pull='nice'),0
SELECT * FROM aloud WHERE NOT bicycle='book'  AND NOT bridge='heavy',0
SELECT * FROM ancient ORDER BY mistake,0
SELECT * FROM cell ORDER BY hide DESC,0
" SELECT * FROM below ORDER BY somewhere, by",0
" SELECT * FROM return ORDER BY ordinary ASC, hair DESC",0
"INSERT INTO farm(broke, curve, engineer, exactly, helpful, base) VALUES ('black', 'strike'. heart', 'due', 'slow', 'three', 'current') ",0
"INSERT INTO her (course, nine, supply) VALUES ('already', 'nature', 'rain') ",0
"   SELECT jack, using, fair FROM oldest WHERE pictured
  IS NULL
",0
"   SELECT real, alphabet, jobFROM buy WHERE gulf
  IS NOT NULL
",0
"  UPDATE brief SET though= 'trade', City= 'care'
 WHERE blood= garage
",0
" UPDATE beat SET drive='young'
WHERE sport='today'
",0
SELECT * FROM wind,0
DELETE FROM star WHERE is='track',0
DELETE FROM send,0
SELECT toward(s) FROM rest,0
SELECT * FROM (SELECT arrive FROM fix),0
SELECT TOP 3 * FROM trail,0
SELECT * FROM kind 3,0
SELECT * FROM pale FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM coach,0
SELECT * FROM car FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM dawn WHERE pull='ride',0
SELECT * FROM eaten WHERE strip='breathe' LIMIT 3,0
SELECT * FROM past WHERE term='vapor' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(function) AS plenty FROM count,0
SELECT MIN(merely) AS happen FROM attached,0
SELECT * FROM (SELECT upon FROM science),0
SELECT TOP 3 * FROM to SELECT * FROM herd 3SELECT * FROM recall,0
SELECT * FROM mass 3 SELECT * FROM excitement,0
SELECT * FROM cloud FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM nails,0
SELECT TOP 50 PERCENT * FROM mud SELECT * FROM onto FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM variety,0
SELECT * FROM mill FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM beauty,0
SELECT TOP 3 * FROM magic WHERE park='proper' SELECT * FROM shore,0
SELECT * FROM title WHERE straw='queen' LIMIT 3,0
SELECT * FROM series WHERE both='perhaps' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(business)FROM kill,0
SELECT * FROM quickly WHERE necessary NOT LIKE '[solid]%',0
SELECT AVG(why)FROM brass SELECT SUM(can),0
SELECT AVG(advice)FROM worry SELECT SUM(record),0
SELECT AVG(stone) FROM beyond  SELECT SUM(power),0
SELECT COUNT(experience)FROM door,0
SELECT COUNT(electricity)FROM care,0
SELECT AVG(over)FROM begun,0
SELECT * FROM tank WHERE needed NOT LIKE 'people%',0
SELECT * FROM pie WHERE egg LIKE '%bridge%',0
SELECT * FROM connected  WHERE rain NOT LIKE '[apart]%',0
"  SELECT * FROM recently WHERE draw IN ('log', 'doll', 'cap') ",0
"  SELECT * FROM said WHERE empty NOT IN ('walk', 'shelf', 'bush') ",0
SELECT * FROM raise WHERE volume IN (SELECT should FROM rich),0
SELECT * FROM tide WHERE check  BETWEEN 10 AND 20,0
SELECT * FROM fruit WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM yard WHERE mental BETWEEN 'afternoon' AND 'question',0
"SELECT * FROM from WHERE whistle BETWEEN ""faster"" AND    ""statement""",0
SELECT * FROM lost WHERE expression NOT BETWEEN 'see' AND 'element',0
SELECT * FROM barn WHERE equipment BETWEEN baseball09/01/1996bell AND wet15/31/1996wherever,0
SELECT * FROM rising WHERE shinning BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(television)FROM rather SELECT SUM(other),0
SELECT COUNT(hide) FROM boy,0
SELECT COUNT(coldID)FROM prize,0
SELECT AVG(Price)FROM paper,0
SELECT * FROM easily WHERE information BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT muscleID AS ID, fair AS think FROM effect",0
"  SELECT heatID AS ID, adult AS aloud FROM pair",0
"  SELECT putting AS frighten, maybe AS [hunt]  FROM bend",0
"   SELECT her, layers+ ', ' + frighten+ ' ' + went+ ', ' + program AS sets  FROM nest",0
SELECT dawn(s)FROM sister INNER JOIN,0
"   SELECT widely,dance,slight,shelf,tax   ((street JOIN open ON bark.wolf= soap.correct)  INNER JOIN continuedON Orders.remove= physical.bridgeID)",0
SELECT appearance(s) FROM repeat LEFT JOIN,0
"  SELECT tower,dog,out FROM next LEFT JOIN Orders ON difficulty.ageID= silk.bend ORDER BY brief.skin",0
SELECT arrow(s FROM seeing RIGHT JOIN,0
"  SELECT Orders.homerID, Employees.mixture, Employees.out FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.plasticID ORDER BY Orders.agreeID",0
SELECT diameter(s) FROM suddenly FULL OUTER JOIN,0
" SELECT column_name(s) FROM observe,because",0
SELECT farmer(s) FROM still UNION,0
SELECT since(s) FROM certain SELECT slightly(s),0
SELECT bicycle(s) FROM tonight UNION ALL,0
SELECT simple(s) FROM construction SELECT wagon FROM pour,0
SELECT tube FROM was UNION SELECT nodded FROM western ORDER BY sometime,0
SELECT pretty FROM club UNION ALL SELECT kind FROM milk ORDER BY consist,0
"  SELECT lying,foot FROM substance WHERE coach='table' UNION SELECT doing, clear FROM shine",0
"   SELECT COUNT(store), loose FROM parts BY amount",0
"   SELECT Employees.difficult, COUNT(Orders.mainID) AS includingFROM   (OrdersINNER JOIN trick ON Orders.fasterID = Employees.laidID)",0
SELECT * FROM story FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT apple,0
SELECT * FROM planning,0
SELECT is FROM managed,0
SELECT DISTINCT attempt FROM son,0
SELECT COUNT(DISTINCT bare) FROM mood,0
SELECT Count(*) AS off,0
FROM (SELECT DISTINCT kids FROM hunter),0
SELECT * FROM camp,0
SELECT * FROM rhythm WHERE making='cream',0
SELECT * FROM room WHERE among='able',0
SELECT * FROM we  WHERE drawn=slipped,0
SELECT * FROM changing WHERE having='indeed'  AND City='enemy',0
SELECT * FROM screen WHERE excellent='pot'  OR breeze='lead',0
SELECT * FROM tears WHERE you='it'  OR or='six',0
SELECT * FROM finest WHERE    NOT surface='shadow',0
SELECT * FROM function WHERE leaving='tomorrow'  AND (while='total' OR slept='whole'),0
SELECT * FROM pleasant WHERE NOT saddle='black'  AND NOT weather='theory',0
SELECT * FROM gas ORDER BY music,0
SELECT * FROM program ORDER BY lose DESC,0
" SELECT * FROM idea ORDER BY service, gentle",0
" SELECT * FROM interest ORDER BY stranger ASC, aboard DESC",0
"INSERT INTO test(market, jungle, observe, nice, compass, pound) VALUES ('possible', 'molecular'. pink', 'copy', 'village', 'effect', 'belt') ",0
"INSERT INTO spring (plates, public, notice) VALUES ('throw', 'machine', 'jungle') ",0
"   SELECT think, buffalo, save FROM answer WHERE substance
  IS NULL
",0
"   SELECT cowboy, brave, animalFROM dig WHERE valuable
  IS NOT NULL
",0
"  UPDATE sing SET shoulder= 'halfway', City= 'cave'
 WHERE bicycle= motion
",0
" UPDATE wherever SET wood='steam'
WHERE facing='brown'
",0
SELECT * FROM week,0
DELETE FROM letter WHERE stranger='receive',0
DELETE FROM easily,0
SELECT press(s) FROM club,0
SELECT * FROM (SELECT slightly FROM thought),0
SELECT TOP 3 * FROM manner,0
SELECT * FROM hair 3,0
SELECT * FROM stove FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM occasionally,0
SELECT * FROM modern FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM accept WHERE event='about',0
SELECT * FROM put WHERE familiar='return' LIMIT 3,0
SELECT * FROM taken WHERE forest='forward' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(alphabet) AS trade FROM your,0
SELECT MIN(pitch) AS create FROM break,0
SELECT * FROM (SELECT read FROM source),0
SELECT TOP 3 * FROM series SELECT * FROM calm 3SELECT * FROM means,0
SELECT * FROM require 3 SELECT * FROM troops,0
SELECT * FROM degree FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM girl,0
SELECT TOP 50 PERCENT * FROM government SELECT * FROM sell FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM seldom,0
SELECT * FROM fierce FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM thumb,0
SELECT TOP 3 * FROM rear WHERE table='branch' SELECT * FROM young,0
SELECT * FROM declared WHERE block='right' LIMIT 3,0
SELECT * FROM motion WHERE lose='write' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(seeing)FROM dream,0
SELECT * FROM weigh WHERE naturally NOT LIKE '[strange]%',0
SELECT AVG(fence)FROM anyone SELECT SUM(success),0
SELECT AVG(wolf)FROM place SELECT SUM(progress),0
SELECT AVG(copper) FROM dangerous  SELECT SUM(full),0
SELECT COUNT(central)FROM victory,0
SELECT COUNT(cookies)FROM sound,0
SELECT AVG(boat)FROM stairs,0
SELECT * FROM sudden WHERE belt NOT LIKE 'bound%',0
SELECT * FROM current WHERE quickly LIKE '%son%',0
SELECT * FROM positive  WHERE independent NOT LIKE '[against]%',0
"  SELECT * FROM month WHERE unless IN ('block', 'nodded', 'hope') ",0
"  SELECT * FROM or WHERE speech NOT IN ('car', 'refused', 'separate') ",0
SELECT * FROM rest WHERE boy IN (SELECT he FROM writing),0
SELECT * FROM speed WHERE wave  BETWEEN 10 AND 20,0
SELECT * FROM could WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM directly WHERE actual BETWEEN 'beneath' AND 'leaving',0
"SELECT * FROM distance WHERE owner BETWEEN ""passage"" AND    ""loud""",0
SELECT * FROM chemical WHERE strike NOT BETWEEN 'heat' AND 'met',0
SELECT * FROM desk WHERE explanation BETWEEN temperature09/01/1996blue AND every15/31/1996courage,0
SELECT * FROM upward WHERE tone BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(hollow)FROM world SELECT SUM(broken),0
SELECT COUNT(money) FROM palace,0
SELECT COUNT(partyID)FROM between,0
SELECT AVG(Price)FROM eye,0
SELECT * FROM shout WHERE whom BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT carefullyID AS ID, radio AS stairs FROM will",0
"  SELECT ifID AS ID, needs AS perfect FROM group",0
"  SELECT chamber AS coming, similar AS [charge]  FROM official",0
"   SELECT hurried, research+ ', ' + ordinary+ ' ' + stared+ ', ' + settle AS finally  FROM concerned",0
SELECT simple(s)FROM jet INNER JOIN,0
"   SELECT military,your,grow,percent,pen   ((from JOIN oldest ON pond.touch= bow.basket)  INNER JOIN labelON Orders.atomic= nearest.replaceID)",0
SELECT occasionally(s) FROM rush LEFT JOIN,0
"  SELECT though,summer,writing FROM aboard LEFT JOIN Orders ON lonely.meansID= atom.nearly ORDER BY chart.oxygen",0
SELECT tropical(s FROM bat RIGHT JOIN,0
"  SELECT Orders.steppedrID, Employees.lips, Employees.ahead FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.greatestID ORDER BY Orders.fastenedID",0
SELECT fish(s) FROM ants FULL OUTER JOIN,0
" SELECT column_name(s) FROM does,freedom",0
SELECT smile(s) FROM hearing UNION,0
SELECT atomic(s) FROM well SELECT leg(s),0
SELECT spend(s) FROM sign UNION ALL,0
SELECT bridge(s) FROM bee SELECT direction FROM musical,0
SELECT chance FROM blanket UNION SELECT caught FROM harbor ORDER BY nose,0
SELECT mirror FROM taught UNION ALL SELECT dress FROM battle ORDER BY fast,0
"  SELECT money,bill FROM consonant WHERE space='bit' UNION SELECT account, red FROM motor",0
"   SELECT COUNT(mighty), beginning FROM fun BY field",0
"   SELECT Employees.easier, COUNT(Orders.takeID) AS definitionFROM   (OrdersINNER JOIN grabbed ON Orders.moonID = Employees.stoveID)",0
SELECT * FROM few FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT lesson,0
SELECT * FROM jack,0
SELECT whom FROM topic,0
SELECT DISTINCT forget FROM star,0
SELECT COUNT(DISTINCT frog) FROM large,0
SELECT Count(*) AS anyone,0
FROM (SELECT DISTINCT chief FROM rubber),0
SELECT * FROM easy,0
SELECT * FROM uncle WHERE business='pipe',0
SELECT * FROM hurry WHERE sleep='ice',0
SELECT * FROM melted  WHERE box=method,0
SELECT * FROM replied WHERE angle='person'  AND City='anyone',0
SELECT * FROM active WHERE question='mission'  OR love='rest',0
SELECT * FROM sale WHERE somewhere='wheel'  OR meet='joy',0
SELECT * FROM born WHERE    NOT cell='possible',0
SELECT * FROM center WHERE roar='exactly'  AND (surprise='sell' OR line='steam'),0
SELECT * FROM hang WHERE NOT farmer='usual'  AND NOT force='fat',0
SELECT * FROM pure ORDER BY cool,0
SELECT * FROM to ORDER BY church DESC,0
" SELECT * FROM tree ORDER BY apartment, having",0
" SELECT * FROM slowly ORDER BY facing ASC, ear DESC",0
"INSERT INTO during(oil, printed, morning, rate, cup, touch) VALUES ('particular', 'hill'. skin', 'orange', 'paragraph', 'feature', 'event') ",0
"INSERT INTO division (development, original, wire) VALUES ('did', 'wrote', 'another') ",0
"   SELECT flies, country, share FROM make WHERE pay
  IS NULL
",0
"   SELECT stood, had, wolfFROM night WHERE active
  IS NOT NULL
",0
"  UPDATE at SET wool= 'basic', City= 'tie'
 WHERE balloon= everywhere
",0
" UPDATE wolf SET death='strip'
WHERE amount='shallow'
",0
SELECT * FROM answer,0
DELETE FROM move WHERE oldest='useful',0
DELETE FROM differ,0
SELECT human(s) FROM listen,0
SELECT * FROM (SELECT character FROM how),0
SELECT TOP 3 * FROM properly,0
SELECT * FROM most 3,0
SELECT * FROM having FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM bone,0
SELECT * FROM younger FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM poem WHERE apart='planned',0
SELECT * FROM definition WHERE daily='almost' LIMIT 3,0
SELECT * FROM circus WHERE transportation='score' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(troops) AS six FROM temperature,0
SELECT MIN(rope) AS theory FROM relationship,0
SELECT * FROM (SELECT tired FROM aware),0
SELECT TOP 3 * FROM doubt SELECT * FROM lamp 3SELECT * FROM suit,0
SELECT * FROM learn 3 SELECT * FROM nine,0
SELECT * FROM home FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM land,0
SELECT TOP 50 PERCENT * FROM heart SELECT * FROM wheat FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM satisfied,0
SELECT * FROM noon FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM orange,0
SELECT TOP 3 * FROM office WHERE gently='differ' SELECT * FROM individual,0
SELECT * FROM lying WHERE which='yesterday' LIMIT 3,0
SELECT * FROM specific WHERE brief='duck' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(frighten)FROM flies,0
SELECT * FROM event WHERE winter NOT LIKE '[serve]%',0
SELECT AVG(easier)FROM cabin SELECT SUM(easily),0
SELECT AVG(spend)FROM strong SELECT SUM(zebra),0
SELECT AVG(badly) FROM give  SELECT SUM(herself),0
SELECT COUNT(combination)FROM son,0
SELECT COUNT(current)FROM tape,0
SELECT AVG(respect)FROM lift,0
SELECT * FROM buried WHERE stone NOT LIKE 'taught%',0
SELECT * FROM gulf WHERE these LIKE '%include%',0
SELECT * FROM aboard  WHERE question NOT LIKE '[human]%',0
"  SELECT * FROM rock WHERE son IN ('own', 'light', 'sent') ",0
"  SELECT * FROM bush WHERE carry NOT IN ('port', 'country', 'headed') ",0
SELECT * FROM ball WHERE spent IN (SELECT equipment FROM brass),0
SELECT * FROM yes WHERE consonant  BETWEEN 10 AND 20,0
SELECT * FROM bank WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM lonely WHERE taught BETWEEN 'doll' AND 'organized',0
"SELECT * FROM writer WHERE customs BETWEEN ""sudden"" AND    ""call""",0
SELECT * FROM teacher WHERE positive NOT BETWEEN 'troops' AND 'machine',0
SELECT * FROM to WHERE certain BETWEEN press09/01/1996machine AND finish15/31/1996silver,0
SELECT * FROM clearly WHERE regular BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(shirt)FROM saddle SELECT SUM(believed),0
SELECT COUNT(position) FROM hour,0
SELECT COUNT(leatherID)FROM third,0
SELECT AVG(Price)FROM done,0
SELECT * FROM well WHERE trap BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT earlyID AS ID, language AS height FROM saw",0
"  SELECT languageID AS ID, vote AS clothes FROM here",0
"  SELECT summer AS slave, same AS [excellent]  FROM than",0
"   SELECT castle, produce+ ', ' + gradually+ ' ' + image+ ', ' + shape AS everybody  FROM usually",0
SELECT check(s)FROM headed INNER JOIN,0
"   SELECT cannot,contrast,spider,shorter,electricity   ((eaten JOIN minerals ON present.essential= fifteen.comfortable)  INNER JOIN fortyON Orders.pure= shorter.tubeID)",0
SELECT supper(s) FROM sudden LEFT JOIN,0
"  SELECT no,know,than FROM leather LEFT JOIN Orders ON dead.teaID= shape.charge ORDER BY surprise.prize",0
SELECT ready(s FROM produce RIGHT JOIN,0
"  SELECT Orders.inrID, Employees.route, Employees.your FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.valuableID ORDER BY Orders.droveID",0
SELECT within(s) FROM lead FULL OUTER JOIN,0
" SELECT column_name(s) FROM out,accept",0
SELECT rabbit(s) FROM adult UNION,0
SELECT importance(s) FROM hunt SELECT wash(s),0
SELECT substance(s) FROM radio UNION ALL,0
SELECT positive(s) FROM so SELECT line FROM source,0
SELECT itself FROM tropical UNION SELECT angry FROM ruler ORDER BY pattern,0
SELECT mixture FROM nothing UNION ALL SELECT musical FROM allow ORDER BY human,0
"  SELECT ring,biggest FROM income WHERE free='success' UNION SELECT cheese, or FROM discover",0
"   SELECT COUNT(war), harder FROM paid BY laugh",0
"   SELECT Employees.tightly, COUNT(Orders.probablyID) AS yesterdayFROM   (OrdersINNER JOIN famous ON Orders.clothID = Employees.hasID)",0
SELECT * FROM threw FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT board,0
SELECT * FROM get,0
SELECT heat FROM pole,0
SELECT DISTINCT loss FROM official,0
SELECT COUNT(DISTINCT far) FROM avoid,0
SELECT Count(*) AS tube,0
FROM (SELECT DISTINCT maybe FROM few),0
SELECT * FROM second,0
SELECT * FROM stronger WHERE winter='tears',0
SELECT * FROM care WHERE sign='of',0
SELECT * FROM noun  WHERE hot=center,0
SELECT * FROM carefully WHERE easier='terrible'  AND City='chair',0
SELECT * FROM missing WHERE rule='topic'  OR tin='middle',0
SELECT * FROM victory WHERE secret='final'  OR powder='journey',0
SELECT * FROM private WHERE    NOT rocky='angle',0
SELECT * FROM bare WHERE molecular='forget'  AND (common='memory' OR degree='total'),0
SELECT * FROM prove WHERE NOT let='quite'  AND NOT stop='favorite',0
SELECT * FROM seed ORDER BY doll,0
SELECT * FROM stick ORDER BY deeply DESC,0
" SELECT * FROM atomic ORDER BY lot, element",0
" SELECT * FROM worth ORDER BY thought ASC, busy DESC",0
"INSERT INTO lion(inside, asleep, weather, rough, living, dark) VALUES ('lost', 'choice'. report', 'forty', 'choice', 'writing', 'plant') ",0
"INSERT INTO family (deeply, minute, wrote) VALUES ('especially', 'concerned', 'away') ",0
"   SELECT enjoy, pig, cost FROM system WHERE locate
  IS NULL
",0
"   SELECT studying, look, effectFROM safe WHERE still
  IS NOT NULL
",0
"  UPDATE dig SET arrive= 'wild', City= 'center'
 WHERE stems= straw
",0
" UPDATE discovery SET watch='bone'
WHERE dish='refused'
",0
SELECT * FROM pipe,0
DELETE FROM save WHERE bark='coach',0
DELETE FROM wall,0
SELECT series(s) FROM took,0
SELECT * FROM (SELECT stay FROM mail),0
SELECT TOP 3 * FROM shaking,0
SELECT * FROM won 3,0
SELECT * FROM will FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM name,0
SELECT * FROM product FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM fat WHERE everywhere='noted',0
SELECT * FROM fly WHERE fine='brick' LIMIT 3,0
SELECT * FROM nice WHERE unknown='national' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(steep) AS library FROM stiff,0
SELECT MIN(truth) AS bow FROM hung,0
SELECT * FROM (SELECT said FROM grown),0
SELECT TOP 3 * FROM little SELECT * FROM weak 3SELECT * FROM section,0
SELECT * FROM simple 3 SELECT * FROM knife,0
